ID,date,visitNumber,Channel,Conversion
11855,20170516,1,3,0
11856,20170516,1,3,0
11857,20170516,1,3,0
11858,20170516,2,3,0
11859,20170516,1,3,0
11860,20170516,2,3,0
11861,20170516,3,3,0
11862,20170516,1,3,0
11863,20170516,3,3,0
11864,20170516,1,3,0
11865,20170516,1,3,0
11866,20170516,1,3,0
11867,20170516,2,3,0
11868,20170516,1,3,0
11869,20170516,1,3,0
11870,20170516,1,3,0
11871,20170516,1,3,0
11872,20170516,2,3,0
11873,20170516,4,3,0
11874,20170516,1,3,0
11875,20170516,1,3,0
11876,20170516,1,3,0
11877,20170516,1,3,0
11878,20170516,2,3,0
11879,20170516,1,3,0
11880,20170516,1,3,0
11881,20170516,1,3,0
11882,20170516,1,3,0
11883,20170516,7,3,0
11884,20170516,1,3,0
11885,20170516,36,3,0
11886,20170516,1,3,0
11887,20170516,1,3,0
11888,20170516,1,3,0
11889,20170516,1,3,0
11890,20170516,4,3,0
11891,20170516,1,3,0
11892,20170516,8,3,0
11893,20170516,6,3,0
11894,20170516,1,3,0
11895,20170516,2,3,0
11896,20170516,1,3,0
11897,20170516,1,3,0
11898,20170516,1,3,0
11899,20170516,11,3,0
11900,20170516,1,3,0
11901,20170516,2,3,0
11902,20170516,1,3,0
11903,20170516,18,3,0
11904,20170516,2,3,0
11905,20170516,1,3,0
11906,20170516,1,3,0
11907,20170516,1,3,0
11908,20170516,1,3,0
11909,20170516,9,3,0
11910,20170516,8,3,0
11911,20170516,1,3,0
11912,20170516,54,3,0
11913,20170516,1,3,0
11914,20170516,3,3,0
11915,20170516,4,3,0
11916,20170516,1,3,0
11917,20170516,1,3,0
11918,20170516,2,3,0
11919,20170516,1,3,0
11920,20170516,2,3,0
11921,20170516,1,3,0
11922,20170516,2,3,0
11923,20170516,10,3,0
11924,20170516,1,3,0
11925,20170516,1,3,0
11926,20170516,5,3,0
11927,20170516,9,3,0
11928,20170516,1,3,0
11929,20170516,135,3,0
11930,20170516,2,3,0
11931,20170516,1,3,0
11932,20170516,1,3,0
11933,20170516,3,3,0
11934,20170516,2,3,0
11935,20170516,1,3,0
11936,20170516,9,3,0
11937,20170516,1,3,0
11938,20170516,1,3,0
11939,20170516,1,3,0
11940,20170516,1,3,0
11941,20170516,5,3,0
11942,20170516,11,3,0
11943,20170516,5,3,0
11944,20170516,1,3,0
11945,20170516,3,3,0
11946,20170516,1,3,0
11947,20170516,1,3,0
11948,20170516,2,3,0
11949,20170516,2,3,0
11950,20170516,1,3,0
11951,20170516,1,3,0
11952,20170516,4,3,0
11953,20170516,1,3,0
11954,20170516,3,3,0
11955,20170516,1,3,0
11956,20170516,1,3,0
11957,20170516,18,3,0
11958,20170516,4,3,0
11959,20170516,7,3,0
11960,20170516,2,3,0
11961,20170516,3,3,0
11962,20170516,3,3,0
11963,20170516,1,3,0
11964,20170516,2,3,0
11965,20170516,3,3,0
11966,20170516,1,3,0
11967,20170516,1,3,0
11968,20170516,1,3,0
11969,20170516,1,3,0
11970,20170516,4,3,0
11971,20170516,3,3,0
11972,20170516,2,3,0
11973,20170516,3,3,0
11974,20170516,1,3,0
11975,20170516,2,3,0
11976,20170516,2,3,0
11977,20170516,1,3,0
11978,20170516,1,3,0
11979,20170516,1,3,0
11980,20170516,2,3,0
11981,20170516,3,3,0
11982,20170516,1,3,0
11983,20170516,2,3,0
11984,20170516,2,3,0
11985,20170516,1,3,0
11986,20170516,1,3,0
11987,20170516,2,3,0
11988,20170516,1,3,0
11989,20170516,2,3,0
11990,20170516,1,3,0
11991,20170516,2,3,0
11992,20170516,3,3,0
11993,20170516,9,3,0
11994,20170516,2,3,0
11995,20170516,2,3,0
11996,20170516,1,3,0
11997,20170516,1,3,0
11998,20170516,3,3,0
11999,20170516,1,3,0
12000,20170516,2,3,0
12001,20170516,2,3,0
12002,20170516,3,3,0
12003,20170516,1,3,0
12004,20170516,1,3,0
12005,20170516,1,3,0
12006,20170516,4,3,0
12007,20170516,2,3,0
12008,20170516,31,3,0
12009,20170516,1,3,0
12010,20170516,1,3,0
12011,20170516,2,3,0
12012,20170516,4,3,0
12013,20170516,2,3,0
12014,20170516,2,3,0
12015,20170516,9,3,0
12016,20170516,2,3,0
12017,20170516,1,3,0
12018,20170516,1,3,1
12019,20170516,1,3,0
12020,20170516,4,3,0
12021,20170516,3,3,0
12022,20170516,1,3,0
12023,20170516,1,3,0
12024,20170516,10,3,0
12025,20170516,5,3,0
12026,20170516,2,3,1
12027,20170516,3,3,0
12028,20170516,1,3,1
12029,20170516,2,3,0
12030,20170516,2,3,0
12031,20170516,1,3,1
12032,20170516,1,3,1
12033,20170516,1,3,0
12034,20170516,2,3,0
12035,20170516,2,3,0
12036,20170516,1,3,0
12037,20170516,1,3,0
12038,20170516,1,3,1
12039,20170516,5,3,0
12040,20170516,1,3,1
12041,20170516,4,3,1
12042,20170516,16,3,1
12043,20170516,8,3,0
12044,20170516,2,3,0
12045,20170516,1,3,0
12046,20170516,51,3,0
12047,20170516,3,3,1
12048,20170516,5,3,1
12049,20170516,1,3,0
12050,20170518,4,3,0
12051,20170518,2,3,0
12052,20170518,2,3,0
12053,20170518,1,3,0
12054,20170518,4,3,0
12055,20170518,1,3,0
12056,20170518,1,3,0
12057,20170518,1,3,0
12058,20170518,3,3,0
12059,20170518,1,3,0
12060,20170518,2,3,0
12061,20170518,3,3,0
12062,20170518,2,3,0
12063,20170518,2,3,0
12064,20170518,9,3,0
12065,20170518,3,3,0
12066,20170518,2,3,0
12067,20170518,1,3,0
12068,20170518,3,3,0
12069,20170518,2,3,0
12070,20170518,2,3,0
12071,20170518,2,3,0
12072,20170518,2,3,0
12073,20170518,2,3,0
12074,20170518,1,3,0
12075,20170518,3,3,0
12076,20170518,1,3,0
12077,20170518,1,3,0
12078,20170518,1,3,0
12079,20170518,1,3,0
12080,20170518,1,3,0
12081,20170518,2,3,0
12082,20170518,1,3,0
12083,20170518,2,3,0
12084,20170518,3,3,0
12085,20170518,1,3,0
12086,20170518,1,3,0
12087,20170518,3,3,0
12088,20170518,2,3,0
12089,20170518,1,3,0
12090,20170518,3,3,0
12091,20170518,4,3,0
12092,20170518,1,3,0
12093,20170518,1,3,0
12094,20170518,3,3,0
12095,20170518,2,3,0
12096,20170518,2,3,0
12097,20170518,4,3,0
12098,20170518,1,3,0
12099,20170518,1,3,0
12100,20170518,2,3,0
12101,20170518,1,3,0
12102,20170518,1,3,0
12103,20170518,1,3,0
12104,20170518,2,3,0
12105,20170518,1,3,0
12106,20170518,1,3,0
12107,20170518,1,3,0
12108,20170518,1,3,0
12109,20170518,2,3,0
12110,20170518,1,3,0
12111,20170518,2,3,0
12112,20170518,2,3,0
12113,20170518,1,3,0
12114,20170518,1,3,0
12115,20170518,4,3,0
12116,20170518,1,3,0
12117,20170518,1,3,0
12118,20170518,1,3,0
12119,20170518,2,3,0
12120,20170518,1,3,0
12121,20170518,1,3,0
12122,20170518,1,3,0
12123,20170518,1,3,0
12124,20170518,1,3,0
12125,20170518,3,3,0
12126,20170518,2,3,0
12127,20170518,5,3,0
12128,20170518,3,3,0
12129,20170518,1,3,0
12130,20170518,1,3,0
12131,20170518,1,3,0
12132,20170518,2,3,0
12133,20170518,1,3,0
12134,20170518,1,3,0
12135,20170518,3,3,0
12136,20170518,1,3,0
12137,20170518,287,3,0
12138,20170518,35,3,0
12139,20170518,1,3,0
12140,20170518,1,3,0
12141,20170518,8,3,0
12142,20170518,3,3,0
12143,20170518,41,3,0
12144,20170518,2,3,0
12145,20170518,5,3,0
12146,20170518,1,3,0
12147,20170518,1,3,0
12148,20170518,1,3,0
12149,20170518,1,3,0
12150,20170518,1,3,0
12151,20170518,3,3,0
12152,20170518,1,3,0
12153,20170518,1,3,0
12154,20170518,1,3,0
12155,20170518,1,3,0
12156,20170518,4,3,0
12157,20170518,1,3,0
12158,20170518,1,3,0
12159,20170518,1,3,0
12160,20170518,2,3,0
12161,20170518,5,3,0
12162,20170518,2,3,0
12163,20170518,1,3,0
12164,20170518,2,3,0
12165,20170518,1,3,0
12166,20170518,5,3,0
12167,20170518,2,3,0
12168,20170518,1,3,0
12169,20170518,2,3,0
12170,20170518,1,3,0
12171,20170518,1,3,0
12172,20170518,2,3,0
12173,20170518,1,3,0
12174,20170518,2,3,0
12175,20170518,1,3,0
12176,20170518,1,3,0
12177,20170518,1,3,0
12178,20170518,17,3,0
12179,20170518,1,3,0
12180,20170518,284,3,0
12181,20170518,2,3,0
12182,20170518,1,3,0
12183,20170518,1,3,0
12184,20170518,2,3,0
12185,20170518,1,3,0
12186,20170518,4,3,0
12187,20170518,1,3,0
12188,20170518,3,3,0
12189,20170518,1,3,0
12190,20170518,1,3,0
12191,20170518,11,3,0
12192,20170518,71,3,1
12193,20170518,1,3,0
12194,20170518,1,3,0
12195,20170518,3,3,0
12196,20170518,1,3,0
12197,20170518,2,3,0
12198,20170518,2,3,0
12199,20170518,1,3,0
12200,20170518,1,3,0
12201,20170518,1,3,0
12202,20170518,8,3,0
12203,20170518,1,3,0
12204,20170518,13,3,0
12205,20170518,1,3,0
12206,20170518,1,3,0
12207,20170518,12,3,0
12208,20170518,1,3,0
12209,20170518,1,3,1
12210,20170518,1,3,0
12211,20170518,3,3,0
12212,20170518,2,3,0
12213,20170518,1,3,0
12214,20170518,2,3,0
12215,20170518,1,3,0
12216,20170518,1,3,0
12217,20170518,1,3,0
12218,20170518,1,3,1
12219,20170518,2,3,0
12220,20170518,1,3,0
12221,20170518,1,3,0
12222,20170518,1,3,0
12223,20170518,2,3,0
12224,20170518,2,3,0
12225,20170518,3,3,0
12226,20170518,2,3,1
12227,20170518,1,3,0
12228,20170518,1,3,0
12229,20170518,2,3,0
12230,20170518,1,3,0
12231,20170518,1,3,0
12232,20170518,2,3,0
12233,20170518,2,3,0
12234,20170518,3,3,0
12235,20170518,1,3,0
12236,20170518,2,3,0
12237,20170518,1,3,0
12238,20170518,1,3,0
12239,20170518,2,3,0
12240,20170518,9,3,1
12241,20170518,1,3,0
12242,20170518,2,3,0
12243,20170518,2,3,0
12244,20170518,1,3,0
12245,20170518,1,3,1
12246,20170518,3,3,1
12247,20170518,1,3,0
12248,20170518,2,3,0
12249,20170518,2,3,0
12250,20170518,4,3,0
12251,20170518,3,3,0
12252,20170518,2,3,0
12253,20170518,33,3,0
12254,20170518,1,3,0
12255,20170518,2,3,0
12256,20170518,1,3,0
12257,20170518,2,3,0
12258,20170518,2,3,0
12259,20170518,1,3,0
12260,20170518,4,3,0
12261,20170518,2,3,0
12262,20170518,103,3,0
12263,20170518,18,3,0
12264,20170518,2,3,0
12265,20170518,1,3,0
12266,20170518,2,3,0
12267,20170518,1,3,0
12268,20170518,2,3,0
12269,20170518,46,3,0
12270,20170518,1,3,0
12271,20170518,9,3,0
12272,20170518,1,3,0
12273,20170518,1,3,0
12274,20170518,2,3,0
12275,20170518,1,3,0
12276,20170518,1,3,0
12277,20170518,2,3,0
12278,20170518,1,3,0
12279,20170518,2,3,0
12280,20170518,2,3,0
12281,20170518,1,3,0
12282,20170518,1,3,0
12283,20170518,1,3,0
12284,20170518,1,3,0
12285,20170518,1,3,0
12286,20170518,1,3,0
12287,20170518,2,3,0
12288,20170518,2,3,0
12289,20170518,1,3,0
12290,20170518,1,3,0
12291,20170518,3,3,0
12292,20170518,1,3,0
12293,20170518,1,3,0
12294,20170518,1,3,0
12295,20170518,1,3,0
12296,20170518,1,3,0
12297,20170518,1,3,0
12298,20170518,12,3,0
12299,20170518,2,3,0
12300,20170518,1,3,0
12301,20170518,1,3,0
12302,20170518,3,3,0
12303,20170518,1,3,0
12304,20170518,2,3,0
12305,20170518,1,3,0
12306,20170518,1,3,0
12307,20170518,1,3,0
12308,20170518,1,3,0
12309,20170518,1,3,0
12310,20170518,1,3,0
12311,20170518,1,3,0
12312,20170518,2,3,0
12313,20170518,1,3,0
12314,20170518,2,3,0
12315,20170518,1,3,0
12316,20170518,2,3,0
12317,20170518,1,3,0
12318,20170518,3,3,0
12319,20170518,1,3,0
12320,20170518,1,3,0
12321,20170518,1,3,0
12322,20170518,4,3,0
12323,20170518,1,3,0
12324,20170518,1,3,0
12325,20170518,2,3,0
12326,20170518,1,3,0
12327,20170518,2,3,0
12328,20170518,1,3,0
12329,20170518,1,3,0
12330,20170518,1,3,0
12331,20170518,2,3,0
12332,20170518,1,3,0
12333,20170518,2,3,0
12334,20170518,1,3,0
12335,20170518,2,3,0
12336,20170518,1,3,0
12337,20170518,1,3,0
12338,20170518,7,3,0
12339,20170518,1,3,0
12340,20170518,1,3,0
12341,20170518,1,3,0
12342,20170518,1,3,0
12343,20170518,1,3,0
12344,20170518,1,3,0
12345,20170518,2,3,0
12346,20170518,1,3,0
12347,20170518,1,3,0
12348,20170518,1,3,0
12349,20170518,1,3,0
12350,20170518,2,3,0
12351,20170518,1,3,0
12352,20170518,1,3,0
12353,20170518,1,3,0
12354,20170518,1,3,0
12355,20170518,1,3,0
12356,20170518,13,3,0
12357,20170518,1,3,0
12358,20170518,3,3,0
12359,20170518,1,3,0
12360,20170518,5,3,0
12361,20170518,8,3,0
12362,20170518,1,3,0
12363,20170518,1,3,0
12364,20170518,1,3,0
12365,20170518,4,3,0
12366,20170518,7,3,0
12367,20170518,1,3,0
12368,20170518,1,3,0
12369,20170518,1,3,0
12370,20170518,8,3,0
12371,20170518,1,3,0
12372,20170518,1,3,0
12373,20170518,1,3,0
12374,20170518,1,3,0
12375,20170518,11,3,0
12376,20170518,11,3,0
12377,20170518,2,3,0
12378,20170518,70,3,0
12379,20170518,16,3,0
12380,20170518,1,3,0
12381,20170518,3,3,0
12382,20170518,1,3,0
12383,20170518,1,3,0
12384,20170518,1,3,0
12385,20170518,1,3,0
12386,20170518,1,3,0
12387,20170518,1,3,0
12388,20170518,1,3,0
12389,20170518,4,3,0
12390,20170518,1,3,0
12391,20170518,1,3,0
12392,20170518,1,3,0
12393,20170518,2,3,0
12394,20170518,4,3,0
12395,20170518,2,3,0
12396,20170518,3,3,0
12397,20170518,2,3,0
12398,20170518,2,3,0
12399,20170518,1,3,0
12400,20170518,1,3,0
12401,20170518,2,3,0
12402,20170518,1,3,0
12403,20170518,1,3,0
12404,20170518,1,3,0
12405,20170518,1,3,0
12406,20170518,4,3,0
12407,20170518,1,3,0
12408,20170518,1,3,0
12409,20170518,1,3,0
12410,20170518,1,3,0
12411,20170518,1,3,0
12412,20170518,1,3,0
12413,20170518,4,3,0
12414,20170518,2,3,0
12415,20170518,3,3,0
12416,20170518,1,3,0
12417,20170518,1,3,0
12418,20170518,1,3,0
12419,20170518,2,3,0
12420,20170518,3,3,0
12421,20170518,5,3,0
12422,20170518,1,3,0
12423,20170518,1,3,0
12424,20170518,2,3,0
12425,20170518,1,3,0
12426,20170518,2,3,0
12427,20170518,1,3,0
12428,20170518,1,3,0
12429,20170518,69,3,0
12430,20170518,3,3,0
12431,20170518,1,3,0
12432,20170518,3,3,0
12433,20170518,1,3,0
12434,20170518,2,3,0
12435,20170518,1,3,0
12436,20170518,1,3,0
12437,20170518,2,3,0
12438,20170518,2,3,0
12439,20170518,2,3,0
12440,20170518,2,3,0
12441,20170518,1,3,0
12442,20170518,2,3,0
12443,20170518,3,3,0
12444,20170518,1,3,0
12445,20170518,3,3,0
12446,20170518,1,3,0
12447,20170518,4,3,0
12448,20170518,3,3,0
12449,20170518,3,3,0
12450,20170518,1,3,0
12451,20170518,2,3,0
12452,20170518,2,3,0
12453,20170518,1,3,0
12454,20170518,4,3,0
12455,20170518,5,3,0
12456,20170518,1,3,0
12457,20170518,1,3,0
12458,20170518,2,3,0
12459,20170518,3,3,0
12460,20170518,3,3,0
12461,20170518,1,3,0
12462,20170518,4,3,0
12463,20170518,2,3,0
12464,20170518,1,3,0
12465,20170518,4,3,0
12466,20170518,2,3,0
12467,20170518,1,3,0
12468,20170518,1,3,0
12469,20170518,2,3,0
12470,20170518,2,3,0
12471,20170518,1,3,0
12472,20170518,3,3,0
12473,20170512,1,3,0
12474,20170512,1,3,0
12475,20170512,3,3,1
12476,20170512,1,3,0
12477,20170512,1,3,0
12478,20170512,1,3,1
12479,20170512,2,3,0
12480,20170512,2,3,0
12481,20170512,2,3,0
12482,20170512,2,3,0
12483,20170512,1,3,0
12484,20170512,7,3,0
12485,20170512,6,3,0
12486,20170512,1,3,0
12487,20170512,3,3,0
12488,20170512,3,3,0
12489,20170512,6,3,0
12490,20170512,1,3,0
12491,20170512,1,3,0
12492,20170512,1,3,0
12493,20170512,2,3,0
12494,20170512,1,3,0
12495,20170512,2,3,0
12496,20170512,2,3,0
12497,20170512,1,3,0
12498,20170512,2,3,0
12499,20170512,3,3,0
12500,20170512,1,3,0
12501,20170512,2,3,0
12502,20170512,2,3,0
12503,20170512,2,3,0
12504,20170512,2,3,0
12505,20170512,1,3,0
12506,20170512,2,3,0
12507,20170512,6,3,0
12508,20170512,2,3,0
12509,20170512,1,3,0
12510,20170512,3,3,0
12511,20170512,1,3,0
12512,20170512,1,3,0
12513,20170512,12,3,0
12514,20170512,3,3,0
12515,20170512,1,3,0
12516,20170512,2,3,0
12517,20170512,1,3,0
12518,20170512,2,3,0
12519,20170512,5,3,0
12520,20170512,1,3,0
12521,20170512,1,3,0
12522,20170512,1,3,0
12523,20170512,2,3,0
12524,20170512,1,3,0
12525,20170512,27,3,0
12526,20170512,14,3,0
12527,20170512,4,3,0
12528,20170512,1,3,0
12529,20170512,35,3,0
12530,20170512,9,3,0
12531,20170512,4,3,0
12532,20170512,3,3,0
12533,20170512,1,3,0
12534,20170512,1,3,0
12535,20170512,34,3,0
12536,20170512,3,3,0
12537,20170512,1,3,0
12538,20170512,6,3,0
12539,20170512,2,3,0
12540,20170512,5,3,0
12541,20170512,1,3,0
12542,20170512,5,3,0
12543,20170512,2,3,0
12544,20170512,1,3,0
12545,20170512,1,3,0
12546,20170512,25,3,0
12547,20170512,3,3,0
12548,20170512,3,3,0
12549,20170512,2,3,0
12550,20170512,1,3,0
12551,20170512,2,3,0
12552,20170512,2,3,0
12553,20170512,5,3,1
12554,20170512,1,3,1
12555,20170512,1,3,1
12556,20170512,3,3,1
12557,20170512,1,3,0
12558,20170512,4,3,0
12559,20170512,1,3,1
12560,20170512,2,3,0
12561,20170512,5,3,0
12562,20170512,16,3,1
12563,20170512,1,3,0
12564,20170512,1,3,0
12565,20170512,2,3,1
12566,20170512,1,3,1
12567,20170512,7,3,0
12568,20170512,1,3,0
12569,20170512,1,3,1
12570,20170512,4,3,0
12571,20170512,2,3,0
12572,20170512,10,3,1
12573,20170512,1,3,0
12574,20170512,2,3,0
12575,20170512,2,3,1
12576,20170512,2,3,0
12577,20170512,5,3,1
12578,20170512,4,3,1
12579,20170512,2,3,1
12580,20170512,10,3,1
12581,20170512,2,3,0
12582,20170512,7,3,0
12583,20170512,1,3,1
12584,20170512,1,3,0
12585,20170512,2,3,0
12586,20170512,2,3,0
12587,20170512,2,3,0
12588,20170512,2,3,0
12589,20170512,2,3,0
12590,20170512,4,3,0
12591,20170512,6,3,0
12592,20170512,2,3,0
12593,20170512,2,3,0
12594,20170512,2,3,0
12595,20170512,3,3,0
12596,20170512,4,3,0
12597,20170512,2,3,0
12598,20170512,6,3,0
12599,20170512,1,3,0
12600,20170512,3,3,0
12601,20170512,1,3,0
12602,20170512,2,3,0
12603,20170512,2,3,0
12604,20170512,2,3,0
12605,20170512,1,3,0
12606,20170512,2,3,0
12607,20170512,1,3,0
12608,20170512,2,3,0
12609,20170512,2,3,0
12610,20170512,1,3,0
12611,20170512,2,3,0
12612,20170512,1,3,0
12613,20170512,2,3,0
12614,20170512,3,3,0
12615,20170512,4,3,0
12616,20170512,2,3,0
12617,20170512,1,3,0
12618,20170512,2,3,0
12619,20170512,1,3,0
12620,20170512,1,3,0
12621,20170512,1,3,0
12622,20170512,3,3,0
12623,20170512,2,3,0
12624,20170512,2,3,0
12625,20170512,12,3,0
12626,20170512,4,3,0
12627,20170512,40,3,0
12628,20170512,19,3,0
12629,20170512,2,3,0
12630,20170512,1,3,0
12631,20170512,1,3,0
12632,20170512,1,3,0
12633,20170512,3,3,0
12634,20170512,2,3,0
12635,20170512,1,3,0
12636,20170512,3,3,0
12637,20170512,1,3,0
12638,20170512,2,3,0
12639,20170512,1,3,0
12640,20170512,1,3,0
12641,20170512,2,3,0
12642,20170512,1,3,0
12643,20170512,1,3,0
12644,20170512,3,3,0
12645,20170512,1,3,0
12646,20170512,3,3,0
12647,20170512,14,3,0
12648,20170512,1,3,0
12649,20170512,1,3,0
12650,20170512,1,3,0
12651,20170512,2,3,0
12652,20170512,1,3,0
12653,20170512,2,3,0
12654,20170512,1,3,0
12655,20170512,2,3,0
12656,20170512,2,3,0
12657,20170512,1,3,0
12658,20170512,1,3,0
12659,20170512,2,3,0
12660,20170512,3,3,0
12661,20170512,2,3,0
12662,20170512,1,3,0
12663,20170512,1,3,0
12664,20170512,1,3,0
12665,20170512,2,3,0
12666,20170512,1,3,0
12667,20170512,1,3,0
12668,20170512,1,3,0
12669,20170512,1,3,0
12670,20170512,1,3,0
12671,20170512,1,3,0
12672,20170512,1,3,0
12673,20170512,1,3,0
12674,20170512,3,3,0
12675,20170512,1,3,0
12676,20170512,4,3,0
12677,20170512,4,3,0
12678,20170512,1,3,0
12679,20170512,3,3,0
12680,20170512,1,3,0
12681,20170512,2,3,0
12682,20170512,1,3,0
12683,20170512,1,3,0
12684,20170512,1,3,0
12685,20170512,1,3,0
12686,20170512,2,3,0
12687,20170512,1,3,0
12688,20170512,1,3,0
12689,20170512,1,3,0
12690,20170512,4,3,0
12691,20170512,2,3,0
12692,20170512,1,3,0
12693,20170512,8,3,0
12694,20170512,1,3,0
12695,20170512,4,3,1
12696,20170512,2,3,0
12697,20170512,2,3,0
12698,20170512,2,3,0
12699,20170512,3,3,0
12700,20170512,2,3,0
12701,20170512,8,3,0
12702,20170512,1,3,0
12703,20170512,2,3,0
12704,20170512,1,3,0
12705,20170512,4,3,0
12706,20170512,1,3,0
12707,20170512,5,3,0
12708,20170512,2,3,0
12709,20170512,3,3,0
12710,20170512,5,3,0
12711,20170512,2,3,0
12712,20170512,1,3,0
12713,20170512,1,3,0
12714,20170512,2,3,0
12715,20170512,2,3,0
12716,20170512,6,3,0
12717,20170512,1,3,0
12718,20170512,4,3,0
12719,20170512,2,3,0
12720,20170512,2,3,0
12721,20170512,8,3,0
12722,20170512,1,3,0
12723,20170512,3,3,0
12724,20170512,1,3,0
12725,20170512,1,3,0
12726,20170512,2,3,0
12727,20170512,3,3,0
12728,20170512,101,3,0
12729,20170512,2,3,0
12730,20170512,1,3,0
12731,20170512,4,3,0
12732,20170512,2,3,0
12733,20170512,2,3,0
12734,20170512,7,3,0
12735,20170512,1,3,0
12736,20170512,7,3,0
12737,20170512,1,3,0
12738,20170512,3,3,0
12739,20170529,2,3,0
12740,20170529,7,3,0
12741,20170529,1,3,0
12742,20170529,2,3,0
12743,20170529,1,3,0
12744,20170529,1,3,0
12745,20170529,1,3,0
12746,20170529,2,3,0
12747,20170529,2,3,0
12748,20170529,3,3,0
12749,20170529,2,3,0
12750,20170529,4,3,0
12751,20170529,2,3,0
12752,20170529,4,3,0
12753,20170529,3,3,0
12754,20170529,1,3,0
12755,20170529,1,3,0
12756,20170529,4,3,0
12757,20170529,2,3,0
12758,20170529,41,3,0
12759,20170529,2,3,0
12760,20170529,3,3,0
12761,20170529,28,3,0
12762,20170529,1,3,0
12763,20170529,4,3,0
12764,20170529,3,3,0
12765,20170529,3,3,0
12766,20170529,2,3,0
12767,20170529,1,3,0
12768,20170529,2,3,0
12769,20170529,2,3,0
12770,20170529,3,3,0
12771,20170529,1,3,0
12772,20170529,1,3,0
12773,20170529,1,3,0
12774,20170529,3,3,0
12775,20170529,1,3,0
12776,20170529,1,3,0
12777,20170529,2,3,0
12778,20170529,2,3,0
12779,20170529,3,3,0
12780,20170529,1,3,0
12781,20170529,2,3,0
12782,20170529,3,3,0
12783,20170529,1,3,0
12784,20170529,1,3,0
12785,20170529,1,3,0
12786,20170529,1,3,0
12787,20170529,1,3,0
12788,20170529,3,3,0
12789,20170529,2,3,0
12790,20170529,2,3,0
12791,20170529,2,3,0
12792,20170529,1,3,0
12793,20170529,2,3,0
12794,20170529,1,3,0
12795,20170529,1,3,0
12796,20170529,3,3,0
12797,20170529,1,3,0
12798,20170529,1,3,0
12799,20170529,2,3,1
12800,20170529,1,3,0
12801,20170529,3,3,0
12802,20170529,2,3,0
12803,20170529,2,3,0
12804,20170529,13,3,0
12805,20170529,2,3,0
12806,20170529,2,3,0
12807,20170529,4,3,0
12808,20170529,1,3,0
12809,20170529,2,3,1
12810,20170529,1,3,0
12811,20170529,12,3,0
12812,20170529,3,3,0
12813,20170529,4,3,0
12814,20170529,3,3,1
12815,20170529,3,3,1
12816,20170529,3,3,0
12817,20170529,2,3,0
12818,20170529,1,3,0
12819,20170529,1,3,0
12820,20170529,2,3,0
12821,20170529,1,3,0
12822,20170529,2,3,0
12823,20170529,42,3,0
12824,20170529,2,3,0
12825,20170529,25,3,0
12826,20170529,11,3,0
12827,20170529,1,3,0
12828,20170529,2,3,0
12829,20170529,6,3,0
12830,20170529,1,3,0
12831,20170529,1,3,0
12832,20170529,1,3,0
12833,20170529,8,3,0
12834,20170529,2,3,0
12835,20170529,2,3,0
12836,20170529,2,3,0
12837,20170529,4,3,0
12838,20170529,1,3,0
12839,20170529,1,3,0
12840,20170529,2,3,0
12841,20170529,1,3,0
12842,20170529,1,3,0
12843,20170529,7,3,0
12844,20170529,2,3,0
12845,20170529,1,3,0
12846,20170529,1,3,0
12847,20170529,1,3,0
12848,20170529,1,3,0
12849,20170529,1,3,0
12850,20170529,2,3,0
12851,20170529,1,3,0
12852,20170529,1,3,0
12853,20170529,1,3,0
12854,20170529,1,3,0
12855,20170529,3,3,0
12856,20170529,2,3,0
12857,20170529,2,3,0
12858,20170529,5,3,0
12859,20170529,1,3,0
12860,20170529,6,3,0
12861,20170529,1,3,0
12862,20170529,17,3,0
12863,20170529,1,3,0
12864,20170529,3,3,0
12865,20170529,3,3,0
12866,20170529,1,3,0
12867,20170529,1,3,0
12868,20170529,3,3,0
12869,20170529,3,3,0
12870,20170529,1,3,0
12871,20170529,2,3,0
12872,20170529,3,3,0
12873,20170529,2,3,0
12874,20170529,2,3,0
12875,20170529,3,3,0
12876,20170529,3,3,0
12877,20170529,2,3,0
12878,20170529,1,3,0
12879,20170529,1,3,0
12880,20170529,4,3,0
12881,20170529,2,3,0
12882,20170529,1,3,0
12883,20170529,1,3,0
12884,20170529,4,3,0
12885,20170529,2,3,0
12886,20170529,20,3,0
12887,20170529,1,3,0
12888,20170529,2,3,0
12889,20170529,4,3,0
12890,20170529,2,3,0
12891,20170529,1,3,0
12892,20170529,2,3,0
12893,20170529,2,3,0
12894,20170529,2,3,0
12895,20170529,17,3,0
12896,20170529,1,3,0
12897,20170529,2,3,0
12898,20170529,1,3,0
12899,20170529,1,3,0
12900,20170529,5,3,0
12901,20170529,2,3,0
12902,20170529,1,3,0
12903,20170529,1,3,0
12904,20170529,1,3,0
12905,20170529,1,3,0
12906,20170529,1,3,0
12907,20170529,1,3,0
12908,20170529,1,3,0
12909,20170529,2,3,0
12910,20170529,1,3,0
12911,20170529,9,3,0
12912,20170529,2,3,0
12913,20170529,2,3,0
12914,20170505,4,3,0
12915,20170505,2,3,0
12916,20170505,4,3,0
12917,20170505,2,3,0
12918,20170505,2,3,0
12919,20170505,3,3,0
12920,20170505,2,3,0
12921,20170505,1,3,0
12922,20170505,1,3,0
12923,20170505,2,3,0
12924,20170505,2,3,0
12925,20170505,1,3,0
12926,20170505,1,3,0
12927,20170505,1,3,0
12928,20170505,2,3,0
12929,20170505,2,3,0
