ID,date,visitNumber,Channel
5742,20170515,1,3
5743,20170515,1,3
5744,20170515,2,3
5745,20170515,3,3
5746,20170515,1,3
5747,20170515,9,3
5748,20170515,4,3
5749,20170515,2,3
5750,20170515,1,3
5751,20170515,1,3
5752,20170515,2,3
5753,20170515,1,3
5754,20170515,2,3
5755,20170515,1,3
5756,20170515,12,3
5757,20170515,13,3
5758,20170515,4,3
5759,20170515,3,3
5760,20170515,1,3
5761,20170515,1,3
5762,20170515,2,3
5763,20170515,1,3
5764,20170515,1,3
5765,20170515,2,3
5766,20170515,1,3
5767,20170515,2,3
5768,20170515,1,3
5769,20170515,4,3
5770,20170515,9,3
5771,20170515,1,3
5772,20170515,8,3
5773,20170515,2,3
5774,20170515,11,3
5775,20170515,1,3
5776,20170515,2,3
5777,20170515,1,3
5778,20170515,4,3
5779,20170515,6,3
5780,20170515,2,3
5781,20170515,2,3
5782,20170515,1,3
5783,20170515,8,3
5784,20170515,1,3
5785,20170515,1,3
5786,20170515,1,3
5787,20170515,1,3
5788,20170515,1,3
5789,20170515,1,3
5790,20170515,3,3
5791,20170515,2,3
5792,20170515,1,3
5793,20170515,1,3
5794,20170515,4,3
5795,20170515,3,3
5796,20170515,7,3
5797,20170515,8,3
5798,20170515,1,3
5799,20170515,1,3
5800,20170515,1,3
5801,20170515,1,3
5802,20170515,1,3
5803,20170515,13,3
5804,20170515,5,3
5805,20170515,1,3
5806,20170515,1,3
5807,20170515,2,3
5808,20170515,2,3
5809,20170515,2,3
5810,20170515,7,3
5811,20170515,1,3
5812,20170515,1,3
5813,20170515,1,3
5814,20170515,2,3
5815,20170515,7,3
5816,20170515,10,3
5817,20170515,8,3
5818,20170515,2,3
5819,20170515,1,3
5820,20170515,1,3
5821,20170515,1,3
5822,20170515,2,3
5823,20170515,1,3
5824,20170515,2,3
5825,20170515,13,3
5826,20170515,1,3
5827,20170515,2,3
5828,20170515,2,3
5829,20170515,1,3
5830,20170515,1,3
5831,20170515,21,3
5832,20170515,4,3
5833,20170515,1,3
5834,20170515,8,3
5835,20170515,2,3
5836,20170515,2,3
5837,20170515,3,3
5838,20170515,2,3
5839,20170515,2,3
5840,20170515,4,3
5841,20170515,2,3
5842,20170515,1,3
5843,20170515,1,3
5844,20170515,1,3
5845,20170515,3,3
5846,20170515,1,3
5847,20170515,1,3
5848,20170515,3,3
5849,20170515,2,3
5850,20170515,9,3
5851,20170515,5,3
5852,20170515,4,3
5853,20170515,2,3
5854,20170515,1,3
5855,20170515,1,3
5856,20170515,8,3
5857,20170515,1,3
5858,20170515,7,3
5859,20170515,1,3
5860,20170515,5,3
5861,20170515,3,3
5862,20170515,3,3
5863,20170515,4,3
5864,20170515,1,3
5865,20170515,2,3
5866,20170515,1,3
5867,20170515,1,3
5868,20170515,3,3
5869,20170515,2,3
5870,20170515,3,3
5871,20170515,4,3
5872,20170515,7,3
5873,20170515,7,3
5874,20170515,1,3
5875,20170515,1,3
5876,20170515,6,3
5877,20170515,4,3
5878,20170515,6,3
5879,20170515,1,3
5880,20170515,4,3
5881,20170515,93,3
5882,20170515,2,3
5883,20170515,1,3
5884,20170515,10,3
5885,20170515,2,3
5886,20170515,3,3
5887,20170515,35,3
5888,20170515,15,3
5889,20170515,4,3
5890,20170515,2,3
5891,20170515,2,3
5892,20170506,2,3
5893,20170506,1,3
5894,20170506,48,3
5895,20170506,1,3
5896,20170506,1,3
5897,20170506,1,3
5898,20170506,3,3
5899,20170506,1,3
5900,20170506,5,3
5901,20170506,91,3
5902,20170506,2,3
5903,20170506,3,3
5904,20170506,1,3
5905,20170506,1,3
5906,20170506,1,3
5907,20170506,2,3
5908,20170506,1,3
5909,20170506,1,3
5910,20170506,1,3
5911,20170506,1,3
5912,20170506,2,3
5913,20170506,5,3
5914,20170506,2,3
5915,20170506,1,3
5916,20170506,1,3
5917,20170506,3,3
5918,20170506,2,3
5919,20170506,1,3
5920,20170506,112,3
5921,20170506,3,3
5922,20170506,1,3
5923,20170506,1,3
5924,20170506,1,3
5925,20170506,1,3
5926,20170506,1,3
5927,20170506,1,3
5928,20170506,7,3
5929,20170506,3,3
5930,20170506,39,3
5931,20170506,2,3
5932,20170506,1,3
5933,20170506,1,3
5934,20170506,22,3
5935,20170506,5,3
5936,20170506,2,3
5937,20170506,2,3
5938,20170506,2,3
5939,20170506,1,3
5940,20170506,5,3
5941,20170506,1,3
5942,20170506,3,3
5943,20170506,2,3
5944,20170506,4,3
5945,20170506,4,3
5946,20170506,3,3
5947,20170506,6,3
5948,20170506,1,3
5949,20170506,25,3
5950,20170506,5,3
5951,20170506,2,3
5952,20170506,15,3
5953,20170506,1,3
5954,20170506,1,3
5955,20170506,1,3
5956,20170506,2,3
5957,20170506,3,3
5958,20170506,3,3
5959,20170506,9,3
5960,20170506,1,3
5961,20170506,4,3
5962,20170506,3,3
5963,20170506,1,3
5964,20170506,5,3
5965,20170506,93,3
5966,20170506,1,3
5967,20170506,1,3
5968,20170506,13,3
5969,20170506,1,3
5970,20170506,9,3
5971,20170506,4,3
5972,20170506,1,3
5973,20170506,4,3
5974,20170506,1,3
5975,20170506,1,3
5976,20170506,1,3
5977,20170506,1,3
5978,20170506,4,3
5979,20170506,1,3
5980,20170506,1,3
5981,20170506,1,3
5982,20170506,1,3
5983,20170506,1,3
5984,20170506,2,3
5985,20170506,2,3
5986,20170506,7,3
5987,20170506,2,3
5988,20170506,3,3
5989,20170506,3,3
5990,20170506,1,3
5991,20170506,1,3
5992,20170506,1,3
5993,20170506,2,3
5994,20170506,5,3
5995,20170506,2,3
5996,20170506,4,3
5997,20170506,1,3
5998,20170506,1,3
5999,20170506,1,3
6000,20170506,5,3
6001,20170506,3,3
6002,20170506,3,3
6003,20170506,7,3
6004,20170506,1,3
6005,20170506,4,3
6006,20170506,4,3
6007,20170506,2,3
6008,20170506,4,3
6009,20170506,1,3
6010,20170506,1,3
6011,20170506,1,3
6012,20170506,2,3
6013,20170506,1,3
6014,20170506,2,3
6015,20170506,2,3
6016,20170506,2,3
6017,20170506,2,3
6018,20170506,1,3
6019,20170506,2,3
6020,20170506,1,3
6021,20170506,2,3
6022,20170506,4,3
6023,20170506,1,3
6024,20170506,2,3
6025,20170506,1,3
6026,20170506,2,3
6027,20170506,2,3
6028,20170506,2,3
6029,20170506,1,3
6030,20170506,6,3
6031,20170506,2,3
6032,20170506,2,3
6033,20170506,1,3
6034,20170506,2,3
6035,20170506,2,3
6036,20170506,2,3
6037,20170506,3,3
6038,20170506,6,3
6039,20170506,2,3
6040,20170506,3,3
6041,20170506,2,3
6042,20170506,4,3
6043,20170530,1,3
6044,20170530,3,3
6045,20170530,1,3
6046,20170530,1,3
6047,20170530,6,3
6048,20170530,1,3
6049,20170530,1,3
6050,20170530,2,3
6051,20170530,1,3
6052,20170530,10,3
6053,20170530,3,3
6054,20170530,4,3
6055,20170530,1,3
6056,20170530,1,3
6057,20170530,1,3
6058,20170530,4,3
6059,20170530,1,3
6060,20170530,1,3
6061,20170530,1,3
6062,20170530,1,3
6063,20170530,3,3
6064,20170530,5,3
6065,20170530,1,3
6066,20170530,3,3
6067,20170530,2,3
6068,20170530,2,3
6069,20170530,1,3
6070,20170530,1,3
6071,20170530,3,3
6072,20170530,5,3
6073,20170530,1,3
6074,20170530,1,3
6075,20170530,1,3
6076,20170530,1,3
6077,20170530,1,3
6078,20170530,2,3
6079,20170530,2,3
6080,20170530,1,3
6081,20170530,1,3
6082,20170530,12,3
6083,20170530,2,3
6084,20170530,2,3
6085,20170530,2,3
6086,20170530,1,3
6087,20170530,3,3
6088,20170530,10,3
6089,20170530,1,3
6090,20170530,2,3
6091,20170530,1,3
6092,20170530,1,3
6093,20170530,1,3
6094,20170530,3,3
6095,20170530,2,3
6096,20170530,3,3
6097,20170530,1,3
6098,20170530,97,3
6099,20170530,4,3
6100,20170530,1,3
6101,20170530,2,3
6102,20170530,5,3
6103,20170530,2,3
6104,20170530,1,3
6105,20170530,2,3
6106,20170530,2,3
6107,20170530,3,3
6108,20170530,2,3
6109,20170530,5,3
6110,20170530,5,3
6111,20170530,2,3
6112,20170530,4,3
6113,20170530,1,3
6114,20170530,1,3
6115,20170530,1,3
6116,20170530,3,3
6117,20170530,4,3
6118,20170530,1,3
6119,20170530,1,3
6120,20170530,1,3
6121,20170530,4,3
6122,20170530,1,3
6123,20170530,1,3
6124,20170530,1,3
6125,20170530,2,3
6126,20170530,1,3
6127,20170530,8,3
6128,20170530,2,3
6129,20170530,2,3
6130,20170530,1,3
6131,20170530,2,3
6132,20170530,1,3
6133,20170530,1,3
6134,20170530,1,3
6135,20170530,1,3
6136,20170530,3,3
6137,20170530,2,3
6138,20170530,6,3
6139,20170530,1,3
6140,20170530,1,3
6141,20170530,1,3
6142,20170530,1,3
6143,20170530,4,3
6144,20170530,44,3
6145,20170530,1,3
6146,20170530,3,3
6147,20170530,2,3
6148,20170530,1,3
6149,20170530,2,3
6150,20170530,1,3
6151,20170530,1,3
6152,20170530,3,3
6153,20170530,2,3
6154,20170530,2,3
6155,20170530,1,3
6156,20170530,2,3
6157,20170530,6,3
6158,20170530,2,3
6159,20170530,8,3
6160,20170530,2,3
6161,20170530,4,3
6162,20170530,4,3
6163,20170530,1,3
6164,20170530,2,3
6165,20170530,2,3
6166,20170530,2,3
6167,20170530,2,3
6168,20170530,5,3
6169,20170530,6,3
6170,20170530,2,3
6171,20170530,1,3
6172,20170530,1,3
6173,20170530,1,3
6174,20170530,2,3
6175,20170530,1,3
6176,20170530,2,3
6177,20170530,2,3
6178,20170530,2,3
6179,20170530,1,3
6180,20170530,55,3
6181,20170530,2,3
6182,20170530,1,3
6183,20170530,4,3
6184,20170530,2,3
6185,20170530,1,3
6186,20170530,1,3
6187,20170530,1,3
6188,20170530,5,3
6189,20170530,3,3
6190,20170530,3,3
6191,20170530,4,3
6192,20170530,2,3
6193,20170530,2,3
6194,20170530,1,3
6195,20170530,5,3
6196,20170530,2,3
6197,20170530,1,3
6198,20170530,7,3
6199,20170530,3,3
6200,20170530,3,3
6201,20170530,2,3
6202,20170530,1,3
6203,20170530,3,3
6204,20170530,2,3
6205,20170530,2,3
6206,20170530,2,3
6207,20170530,2,3
6208,20170530,9,3
6209,20170530,4,3
6210,20170530,4,3
6211,20170530,1,3
6212,20170530,1,3
6213,20170530,1,3
6214,20170530,1,3
6215,20170530,1,3
6216,20170530,2,3
6217,20170530,1,3
6218,20170530,2,3
6219,20170530,1,3
6220,20170530,2,3
6221,20170530,1,3
6222,20170530,1,3
6223,20170530,1,3
6224,20170530,5,3
6225,20170530,1,3
6226,20170530,5,3
6227,20170530,2,3
6228,20170530,1,3
6229,20170530,1,3
6230,20170530,1,3
6231,20170530,2,3
6232,20170530,10,3
6233,20170530,2,3
6234,20170530,2,3
6235,20170530,1,3
6236,20170530,1,3
6237,20170530,1,3
6238,20170530,1,3
6239,20170530,1,3
6240,20170530,1,3
6241,20170530,2,3
6242,20170530,3,3
6243,20170530,4,3
6244,20170530,2,3
6245,20170530,1,3
6246,20170530,2,3
6247,20170530,2,3
6248,20170530,5,3
6249,20170530,2,3
6250,20170530,1,3
6251,20170530,4,3
6252,20170530,3,3
6253,20170530,3,3
6254,20170530,1,3
6255,20170530,6,3
6256,20170530,18,3
6257,20170530,7,3
6258,20170530,1,3
6259,20170530,1,3
6260,20170530,1,3
6261,20170530,7,3
6262,20170530,1,3
6263,20170530,1,3
6264,20170530,5,3
6265,20170530,3,3
6266,20170530,1,3
6267,20170530,1,3
6268,20170530,1,3
6269,20170530,5,3
6270,20170530,1,3
6271,20170530,1,3
6272,20170530,5,3
6273,20170530,1,3
6274,20170530,2,3
6275,20170530,1,3
6276,20170530,11,3
6277,20170530,1,3
6278,20170530,11,3
6279,20170530,1,3
6280,20170530,1,3
6281,20170530,6,3
6282,20170530,2,3
6283,20170530,85,3
6284,20170530,3,3
6285,20170530,3,3
6286,20170530,14,3
6287,20170530,1,3
6288,20170530,1,3
6289,20170530,9,3
6290,20170530,1,3
6291,20170530,2,3
6292,20170530,3,3
6293,20170530,1,3
6294,20170530,1,3
6295,20170530,2,3
6296,20170530,1,3
6297,20170530,6,3
6298,20170530,4,3
6299,20170530,2,3
6300,20170530,1,3
6301,20170530,1,3
6302,20170530,1,3
6303,20170530,2,3
6304,20170530,1,3
6305,20170530,2,3
6306,20170530,2,3
6307,20170530,2,3
6308,20170530,2,3
6309,20170530,2,3
6310,20170530,5,3
6311,20170530,2,3
6312,20170530,4,3
6313,20170530,2,3
6314,20170530,1,3
6315,20170530,1,3
6316,20170530,1,3
6317,20170530,1,3
6318,20170530,3,3
6319,20170530,1,3
6320,20170530,1,3
6321,20170530,1,3
6322,20170530,1,3
6323,20170530,2,3
6324,20170530,18,3
6325,20170530,2,3
6326,20170530,2,3
6327,20170530,1,3
6328,20170530,2,3
6329,20170530,1,3
6330,20170530,2,3
6331,20170511,2,3
6332,20170511,3,3
6333,20170511,2,3
6334,20170511,2,3
6335,20170511,20,3
6336,20170511,2,3
6337,20170511,6,3
6338,20170511,4,3
6339,20170511,1,3
6340,20170511,4,3
6341,20170511,8,3
6342,20170511,2,3
6343,20170511,2,3
6344,20170511,2,3
6345,20170511,2,3
6346,20170511,4,3
6347,20170511,3,3
6348,20170511,7,3
6349,20170511,1,3
6350,20170511,3,3
6351,20170511,1,3
6352,20170511,6,3
6353,20170511,1,3
6354,20170511,6,3
6355,20170511,6,3
6356,20170511,4,3
6357,20170511,5,3
6358,20170511,1,3
6359,20170511,1,3
6360,20170511,1,3
6361,20170511,2,3
6362,20170511,2,3
6363,20170511,2,3
6364,20170511,3,3
6365,20170511,4,3
6366,20170511,7,3
6367,20170511,1,3
6368,20170511,2,3
6369,20170511,3,3
6370,20170511,1,3
6371,20170511,1,3
6372,20170511,1,3
6373,20170511,5,3
6374,20170511,2,3
6375,20170511,1,3
6376,20170511,2,3
6377,20170511,2,3
6378,20170511,1,3
6379,20170511,1,3
6380,20170511,1,3
6381,20170511,6,3
6382,20170511,1,3
6383,20170511,2,3
6384,20170511,2,3
6385,20170511,3,3
6386,20170511,6,3
6387,20170511,10,3
6388,20170511,3,3
6389,20170511,5,3
6390,20170511,1,3
6391,20170511,1,3
6392,20170511,4,3
6393,20170511,3,3
6394,20170511,1,3
6395,20170511,1,3
6396,20170511,2,3
6397,20170511,4,3
6398,20170511,3,3
6399,20170511,1,3
6400,20170511,1,3
6401,20170511,5,3
6402,20170511,1,3
6403,20170511,2,3
6404,20170511,12,3
6405,20170511,1,3
6406,20170511,2,3
6407,20170511,1,3
6408,20170511,3,3
6409,20170511,1,3
6410,20170511,3,3
6411,20170511,1,3
6412,20170511,22,3
6413,20170511,2,3
6414,20170511,2,3
6415,20170511,1,3
6416,20170511,1,3
6417,20170511,1,3
6418,20170511,2,3
6419,20170511,2,3
6420,20170511,6,3
6421,20170511,1,3
6422,20170511,13,3
6423,20170511,1,3
6424,20170511,7,3
6425,20170511,3,3
6426,20170511,3,3
6427,20170511,1,3
6428,20170511,2,3
6429,20170511,1,3
6430,20170511,1,3
6431,20170511,1,3
6432,20170511,1,3
6433,20170511,1,3
6434,20170511,3,3
6435,20170511,4,3
6436,20170511,10,3
6437,20170511,1,3
6438,20170511,2,3
6439,20170511,4,3
6440,20170511,7,3
6441,20170511,2,3
6442,20170511,1,3
6443,20170511,1,3
6444,20170511,6,3
6445,20170511,1,3
6446,20170511,2,3
6447,20170511,1,3
6448,20170511,2,3
6449,20170511,2,3
6450,20170511,1,3
6451,20170511,3,3
6452,20170511,2,3
6453,20170511,1,3
6454,20170511,1,3
6455,20170511,2,3
6456,20170511,6,3
6457,20170511,5,3
6458,20170511,2,3
6459,20170511,3,3
6460,20170511,2,3
6461,20170511,7,3
6462,20170511,4,3
6463,20170511,5,3
6464,20170511,7,3
6465,20170511,2,3
6466,20170511,1,3
6467,20170511,1,3
6468,20170511,1,3
6469,20170511,3,3
6470,20170511,3,3
6471,20170511,1,3
6472,20170511,2,3
6473,20170511,1,3
6474,20170511,2,3
6475,20170511,1,3
6476,20170511,2,3
6477,20170511,2,3
6478,20170511,2,3
6479,20170511,3,3
6480,20170511,1,3
6481,20170511,2,3
6482,20170511,1,3
6483,20170511,118,3
6484,20170511,2,3
6485,20170511,1,3
6486,20170511,2,3
6487,20170511,5,3
6488,20170511,1,3
6489,20170511,2,3
6490,20170511,1,3
6491,20170511,2,3
6492,20170511,8,3
6493,20170511,3,3
6494,20170511,4,3
6495,20170511,1,3
6496,20170511,5,3
6497,20170511,7,3
6498,20170511,4,3
6499,20170511,2,3
6500,20170511,1,3
6501,20170511,1,3
6502,20170511,2,3
6503,20170511,5,3
6504,20170511,3,3
6505,20170511,1,3
6506,20170511,3,3
6507,20170511,11,3
6508,20170511,2,3
6509,20170511,2,3
6510,20170511,1,3
6511,20170511,1,3
6512,20170511,1,3
6513,20170511,1,3
6514,20170511,1,3
6515,20170511,5,3
6516,20170511,1,3
6517,20170511,1,3
6518,20170511,2,3
6519,20170511,1,3
6520,20170511,1,3
6521,20170511,2,3
6522,20170511,1,3
6523,20170511,1,3
6524,20170511,2,3
6525,20170511,1,3
6526,20170511,5,3
6527,20170511,1,3
6528,20170511,4,3
6529,20170511,1,3
6530,20170511,2,3
6531,20170511,1,3
6532,20170511,2,3
6533,20170511,1,3
6534,20170511,3,3
6535,20170511,2,3
6536,20170511,1,3
6537,20170511,1,3
6538,20170511,1,3
6539,20170511,4,3
6540,20170511,5,3
6541,20170511,1,3
6542,20170511,3,3
6543,20170511,6,3
6544,20170511,13,3
6545,20170511,3,3
6546,20170511,3,3
6547,20170511,4,3
6548,20170511,1,3
6549,20170511,2,3
6550,20170511,1,3
6551,20170511,2,3
6552,20170511,2,3
6553,20170511,21,3
6554,20170511,1,3
6555,20170511,2,3
6556,20170511,1,3
6557,20170511,1,3
6558,20170511,1,3
6559,20170511,1,3
6560,20170511,2,3
6561,20170511,1,3
6562,20170511,1,3
6563,20170511,1,3
6564,20170511,1,3
6565,20170511,16,3
6566,20170511,2,3
6567,20170511,1,3
6568,20170511,2,3
6569,20170511,1,3
6570,20170511,2,3
6571,20170511,1,3
6572,20170511,10,3
6573,20170511,5,3
6574,20170511,1,3
6575,20170511,6,3
6576,20170511,4,3
6577,20170511,1,3
6578,20170511,1,3
6579,20170511,2,3
6580,20170511,1,3
6581,20170511,1,3
6582,20170511,1,3
6583,20170511,2,3
6584,20170511,7,3
6585,20170511,1,3
6586,20170511,2,3
6587,20170511,2,3
6588,20170511,1,3
6589,20170511,1,3
6590,20170511,3,3
6591,20170511,1,3
6592,20170511,2,3
6593,20170511,3,3
6594,20170511,57,3
6595,20170511,1,3
6596,20170511,8,3
6597,20170511,3,3
6598,20170511,8,3
6599,20170511,2,3
6600,20170511,5,3
6601,20170511,14,3
6602,20170511,3,3
6603,20170511,2,3
6604,20170511,1,3
6605,20170511,10,3
6606,20170511,1,3
6607,20170511,1,3
6608,20170511,2,3
6609,20170511,2,3
6610,20170511,1,3
6611,20170511,1,3
6612,20170511,1,3
6613,20170511,4,3
6614,20170511,39,3
6615,20170511,1,3
6616,20170511,2,3
6617,20170511,3,3
6618,20170511,3,3
6619,20170511,3,3
6620,20170511,1,3
6621,20170511,11,3
6622,20170511,1,3
6623,20170511,2,3
6624,20170511,8,3
6625,20170511,1,3
6626,20170511,4,3
6627,20170511,24,3
6628,20170511,100,3
6629,20170511,1,3
6630,20170511,2,3
6631,20170511,6,3
6632,20170511,5,3
6633,20170511,2,3
6634,20170511,4,3
6635,20170511,1,3
6636,20170525,5,3
6637,20170525,4,3
6638,20170525,2,3
6639,20170525,1,3
6640,20170525,5,3
6641,20170525,1,3
6642,20170525,1,3
6643,20170525,4,3
6644,20170525,3,3
6645,20170525,1,3
6646,20170525,1,3
6647,20170525,5,3
6648,20170525,1,3
6649,20170525,3,3
6650,20170525,1,3
6651,20170525,5,3
6652,20170525,1,3
6653,20170525,2,3
6654,20170525,1,3
6655,20170525,1,3
6656,20170525,2,3
6657,20170525,1,3
6658,20170525,1,3
6659,20170525,1,3
6660,20170525,1,3
6661,20170525,3,3
6662,20170525,8,3
6663,20170525,1,3
6664,20170525,3,3
6665,20170525,2,3
6666,20170525,2,3
6667,20170525,2,3
6668,20170525,1,3
6669,20170525,1,3
6670,20170525,1,3
6671,20170525,1,3
6672,20170525,2,3
6673,20170525,1,3
6674,20170525,4,3
6675,20170525,2,3
6676,20170525,1,3
6677,20170525,1,3
6678,20170525,1,3
6679,20170525,2,3
6680,20170525,1,3
6681,20170525,2,3
6682,20170525,1,3
6683,20170525,2,3
6684,20170525,1,3
6685,20170525,1,3
6686,20170525,2,3
6687,20170525,2,3
6688,20170525,5,3
6689,20170525,3,3
6690,20170525,1,3
6691,20170525,5,3
6692,20170525,2,3
6693,20170525,2,3
6694,20170525,3,3
6695,20170525,1,3
6696,20170525,5,3
6697,20170525,1,3
6698,20170525,1,3
6699,20170525,1,3
6700,20170525,1,3
6701,20170525,10,3
6702,20170525,3,3
6703,20170525,1,3
6704,20170525,2,3
6705,20170525,6,3
6706,20170525,1,3
6707,20170525,1,3
6708,20170525,1,3
6709,20170525,5,3
6710,20170525,2,3
6711,20170525,1,3
6712,20170525,1,3
6713,20170525,1,3
6714,20170525,1,3
6715,20170525,7,3
6716,20170525,3,3
6717,20170525,1,3
6718,20170525,2,3
6719,20170525,1,3
6720,20170525,2,3
6721,20170525,1,3
6722,20170525,1,3
6723,20170525,1,3
6724,20170525,1,3
6725,20170525,3,3
6726,20170525,1,3
6727,20170525,3,3
6728,20170525,3,3
6729,20170525,2,3
6730,20170525,2,3
6731,20170525,2,3
6732,20170525,1,3
6733,20170525,2,3
6734,20170525,2,3
6735,20170525,1,3
6736,20170525,1,3
6737,20170525,8,3
6738,20170525,1,3
6739,20170525,5,3
6740,20170525,1,3
6741,20170525,2,3
6742,20170525,1,3
6743,20170525,12,3
6744,20170525,1,3
6745,20170525,1,3
6746,20170525,1,3
6747,20170525,5,3
6748,20170525,101,3
6749,20170525,2,3
6750,20170525,4,3
6751,20170525,1,3
6752,20170525,3,3
6753,20170525,1,3
6754,20170525,3,3
6755,20170525,1,3
6756,20170525,1,3
6757,20170525,1,3
6758,20170525,1,3
6759,20170525,3,3
6760,20170525,1,3
6761,20170525,2,3
6762,20170525,2,3
6763,20170525,3,3
6764,20170525,1,3
6765,20170525,4,3
6766,20170525,1,3
6767,20170525,5,3
6768,20170525,2,3
6769,20170525,1,3
6770,20170525,1,3
6771,20170525,2,3
6772,20170525,1,3
6773,20170525,1,3
6774,20170525,2,3
6775,20170525,1,3
6776,20170525,1,3
6777,20170525,1,3
6778,20170525,1,3
6779,20170525,1,3
6780,20170525,2,3
6781,20170525,2,3
6782,20170525,2,3
6783,20170525,3,3
6784,20170525,10,3
6785,20170525,2,3
6786,20170525,2,3
6787,20170525,1,3
6788,20170525,4,3
6789,20170525,1,3
6790,20170525,12,3
6791,20170525,2,3
6792,20170525,3,3
6793,20170525,2,3
6794,20170525,3,3
6795,20170525,1,3
6796,20170525,65,3
6797,20170525,2,3
6798,20170525,4,3
6799,20170525,4,3
6800,20170525,10,3
6801,20170525,11,3
6802,20170525,2,3
6803,20170525,2,3
6804,20170525,2,3
6805,20170525,2,3
6806,20170525,4,3
6807,20170525,2,3
6808,20170525,2,3
6809,20170525,2,3
6810,20170525,2,3
6811,20170525,2,3
6812,20170525,3,3
6813,20170525,2,3
6814,20170525,2,3
6815,20170525,3,3
6816,20170525,1,3
6817,20170525,2,3
6818,20170525,2,3
6819,20170525,1,3
6820,20170525,8,3
6821,20170525,1,3
6822,20170525,1,3
6823,20170525,1,3
6824,20170525,1,3
6825,20170525,3,3
6826,20170525,1,3
6827,20170525,3,3
6828,20170525,3,3
6829,20170525,1,3
6830,20170525,2,3
6831,20170525,2,3
6832,20170525,3,3
6833,20170525,1,3
6834,20170525,3,3
6835,20170525,2,3
6836,20170525,3,3
6837,20170525,2,3
6838,20170525,21,3
6839,20170525,3,3
6840,20170525,1,3
6841,20170525,4,3
6842,20170525,9,3
6843,20170525,1,3
6844,20170525,2,3
6845,20170525,4,3
6846,20170525,2,3
6847,20170525,2,3
6848,20170525,1,3
6849,20170525,2,3
6850,20170525,1,3
6851,20170525,1,3
6852,20170525,5,3
6853,20170525,4,3
6854,20170525,3,3
6855,20170525,2,3
6856,20170525,1,3
6857,20170525,1,3
6858,20170525,1,3
6859,20170525,1,3
6860,20170525,4,3
6861,20170525,1,3
6862,20170525,1,3
6863,20170525,1,3
6864,20170525,2,3
6865,20170525,3,3
6866,20170525,1,3
6867,20170525,2,3
6868,20170525,1,3
6869,20170525,2,3
6870,20170525,2,3
6871,20170525,2,3
6872,20170525,3,3
6873,20170525,3,3
6874,20170525,1,3
6875,20170525,2,3
6876,20170525,2,3
6877,20170525,1,3
6878,20170525,4,3
6879,20170525,1,3
6880,20170525,1,3
6881,20170525,1,3
6882,20170525,1,3
6883,20170525,3,3
6884,20170525,2,3
6885,20170525,9,3
6886,20170525,7,3
6887,20170525,29,3
6888,20170525,1,3
6889,20170525,9,3
6890,20170525,2,3
6891,20170525,1,3
6892,20170525,2,3
6893,20170525,2,3
6894,20170525,7,3
6895,20170525,1,3
6896,20170525,2,3
6897,20170525,31,3
6898,20170525,5,3
6899,20170525,6,3
6900,20170525,3,3
6901,20170528,3,3
6902,20170528,3,3
6903,20170528,2,3
6904,20170528,1,3
6905,20170528,2,3
6906,20170528,16,3
6907,20170528,2,3
6908,20170528,3,3
6909,20170528,1,3
6910,20170528,1,3
6911,20170528,1,3
6912,20170528,1,3
6913,20170528,9,3
6914,20170528,3,3
6915,20170528,1,3
6916,20170528,2,3
6917,20170528,2,3
6918,20170528,1,3
6919,20170528,9,3
6920,20170528,1,3
6921,20170528,5,3
6922,20170528,1,3
6923,20170528,1,3
6924,20170528,1,3
6925,20170528,1,3
6926,20170528,10,3
6927,20170528,1,3
6928,20170528,2,3
6929,20170528,1,3
6930,20170528,2,3
6931,20170528,1,3
6932,20170528,3,3
6933,20170528,1,3
6934,20170528,1,3
6935,20170528,32,3
6936,20170528,2,3
6937,20170528,4,3
6938,20170528,1,3
6939,20170528,1,3
6940,20170528,4,3
6941,20170528,3,3
6942,20170528,1,3
6943,20170528,1,3
6944,20170528,1,3
6945,20170528,1,3
6946,20170528,5,3
6947,20170528,2,3
6948,20170528,2,3
6949,20170528,4,3
6950,20170528,3,3
6951,20170528,1,3
6952,20170528,2,3
6953,20170528,1,3
6954,20170528,2,3
6955,20170528,3,3
6956,20170528,1,3
6957,20170528,1,3
6958,20170528,1,3
6959,20170528,2,3
6960,20170528,2,3
6961,20170528,2,3
6962,20170528,2,3
6963,20170528,1,3
6964,20170528,1,3
6965,20170528,1,3
6966,20170528,4,3
6967,20170528,1,3
6968,20170528,2,3
6969,20170528,1,3
6970,20170528,1,3
6971,20170528,11,3
6972,20170528,14,3
6973,20170528,2,3
6974,20170528,1,3
6975,20170528,1,3
6976,20170528,1,3
6977,20170528,2,3
6978,20170528,1,3
6979,20170528,1,3
6980,20170528,1,3
6981,20170528,1,3
6982,20170528,1,3
6983,20170528,1,3
6984,20170528,13,3
6985,20170528,1,3
6986,20170528,1,3
6987,20170528,3,3
6988,20170528,1,3
6989,20170528,15,3
6990,20170528,9,3
6991,20170528,1,3
6992,20170528,2,3
6993,20170528,3,3
6994,20170528,3,3
6995,20170528,1,3
6996,20170528,1,3
6997,20170528,1,3
6998,20170528,5,3
6999,20170528,1,3
7000,20170528,1,3
7001,20170528,2,3
7002,20170528,1,3
7003,20170528,1,3
7004,20170528,2,3
7005,20170528,3,3
7006,20170528,1,3
7007,20170528,3,3
7008,20170528,2,3
7009,20170528,5,3
7010,20170528,2,3
7011,20170528,3,3
7012,20170528,2,3
